ID,Gender,Type,WFH,Designation,Resource,Fatigue,Burn,Days
fffe3400370035003900,Male,Service,Yes,2,6,8.1,0.71,192
fffe32003800370032003600,Female,Product,Yes,3,4,5.6,0.44,216
fffe32003400390033003400,Male,Service,Yes,2,4,5.4,0.47,135
fffe3600300032003100,Male,Product,Yes,2,3,5.1,0.31,196
fffe33003200340036003800,Female,Product,Yes,2,3,6.8,0.5,301
fffe3900390031003700,Male,Product,Yes,3,NA,NA,0.49,300
fffe3600360035003900,Male,Service,Yes,2,4,NA,0.49,191
fffe31003600380032003700,Male,Service,No,2,3,6.2,0.4,214
fffe31003400310033003100,Female,Service,Yes,2,3,4.5,0.4,208
fffe3600320032003200,Female,Product,No,2,5,7.5,0.55,338
fffe31003100380038003600,Female,Service,No,2,3,3.1,0.23,85
fffe3500390035003800,Female,Product,Yes,0,1,1,0.03,123
fffe3200370030003100,Female,Service,No,4,10,10,0.92,364
fffe32003800310038003500,Female,Service,Yes,2,4,4.8,0.37,265
fffe33003200310037003400,Male,Service,Yes,0,1,1.4,0.03,247
fffe32003700340036003900,Male,Service,Yes,2,4,5.3,0.29,302
fffe33003000360037003300,Male,Service,Yes,3,5,5.2,0.48,97
fffe32003500330036003100,Female,Service,Yes,3,6,5.9,0.38,107
fffe31003400330039003000,Female,Service,Yes,2,2,4.7,0.29,136
fffe33003100300037003500,Male,Service,Yes,3,5,6.3,0.51,310
fffe32003200350030003800,Female,Service,No,3,6,NA,0.57,294
fffe31003000360037003100,Male,Product,No,4,7,6.6,0.55,49
fffe33003100380032003400,Male,Service,No,4,6,8.7,0.69,326
fffe32003200360032003800,Male,Product,No,4,NA,NA,0.64,83
fffe31003100350033003400,Male,Service,No,3,6,6.4,0.6,220
fffe32003700310035003400,Male,Service,Yes,1,2,0,0,16
fffe31003900370032003000,Female,Service,Yes,1,2,4.4,0.26,182
fffe33003000340030003100,Male,Service,No,3,5,7.2,0.66,161
fffe31003100320032003400,Male,Service,No,5,9,9.4,0.91,300
fffe32003400310033003800,Male,Service,Yes,1,3,5.1,0.38,4
fffe32003200330036003700,Female,Service,No,0,1,1.9,0.08,268
fffe3600320037003400,Male,Product,Yes,2,4,5.5,0.49,291
fffe31003300350030003200,Male,Product,No,0,2,NA,0.3,0
fffe33003000300031003100,Male,Product,No,3,5,6.9,0.5,355
fffe31003500310034003200,Female,Service,Yes,1,3,6.6,0.43,285
fffe31003200330038003800,Male,Product,No,1,3,5.6,0.41,160
fffe31003000350033003400,Male,Product,No,3,6,8.2,0.69,114
fffe31003300370038003400,Female,Product,Yes,4,8,6.4,0.52,231
fffe31003000380034003100,Female,Service,Yes,1,NA,6.5,0.43,0
fffe31003700340033003000,Male,Service,No,2,5,NA,0.63,198
fffe31003300380031003000,Male,Product,Yes,2,6,NA,0.73,185
fffe32003400320038003000,Male,Product,No,1,1,3.8,0.29,128
fffe3600330032003100,Female,Service,Yes,2,4,NA,0.38,187
fffe33003300310034003900,Female,Product,No,3,6,8.2,0.88,188
fffe31003700300039003300,Male,Product,No,3,6,4.3,0.37,360
fffe31003900310030003100,Male,Service,No,3,4,5.2,0.45,35
fffe32003500320033003200,Male,Service,Yes,3,6,8.3,0.66,101
fffe32003500350032003400,Female,Product,No,3,6,6.1,0.56,152
fffe3400300036003800,Female,Product,No,2,NA,2.8,0.16,264
fffe31003100340032003200,Female,Service,No,2,5,6.6,0.53,344
fffe390032003900,Male,Product,Yes,3,5,6.2,0.42,173
fffe31003400320032003700,Female,Service,Yes,1,3,6,0.41,314
fffe32003400390032003700,Male,Service,No,4,7,8.5,0.68,37
fffe33003100350032003400,Female,Service,Yes,3,6,5.9,0.39,48
fffe31003300360030003500,Female,Service,No,2,5,7.3,0.52,0
fffe33003400360038003200,Female,Service,Yes,2,7,7.5,0.74,2
fffe3500300037003200,Female,Product,No,0,1,2.6,0.16,248
fffe32003000360038003700,Female,Product,Yes,2,6,6.4,0.6,265
fffe31003100340032003900,Female,Service,Yes,2,4,NA,0.34,82
fffe31003200390035003000,Female,Product,No,4,9,7.5,0.77,149
fffe31003600370039003900,Male,Service,No,1,NA,4.2,0.29,300
fffe31003700350033003800,Female,Service,Yes,2,4,NA,0.31,335
fffe32003300370039003500,Female,Product,Yes,3,5,6.3,0.56,329
fffe31003000370033003200,Female,Service,Yes,1,3,4.6,0.23,205
fffe32003200360030003600,Female,Product,Yes,1,2,2.5,0.17,169
fffe3900360035003700,Male,Service,No,4,7,5.8,0.56,0
fffe340038003200,Male,Product,No,1,1,4.2,0.28,188
fffe33003400350034003800,Female,Product,Yes,1,3,5.8,0.39,359
fffe32003900350035003000,Female,Service,No,3,6,6.8,0.65,286
fffe3400380034003500,Male,Service,Yes,2,5,7.9,0.6,137
fffe35003700,Male,Service,No,3,6,8.4,0.65,38
fffe32003100340039003100,Female,Service,Yes,2,3,3.1,0.1,92
fffe32003400330039003400,Male,Service,No,5,9,9.1,0.9,210
fffe32003700380034003500,Female,Product,No,3,4,5.1,0.44,40
fffe3300350032003200,Male,Service,Yes,3,7,7.4,0.72,29
fffe3100310033003900,Female,Product,No,5,9,8.4,0.84,279
fffe33003400370036003400,Male,Service,Yes,2,4,6.1,0.42,45
fffe31003200370037003300,Male,Service,Yes,2,6,7.7,0.58,344
fffe31003700390030003700,Female,Service,Yes,3,4,5,0.42,276
fffe32003500330033003200,Female,Service,No,2,5,5.9,0.51,130
fffe32003600370034003400,Male,Service,No,0,2,4,0.26,346
fffe32003200320035003400,Female,Service,Yes,3,6,8.4,0.7,127
fffe3100340037003800,Male,Product,No,1,NA,4.7,0.35,264
fffe32003900330038003300,Female,Service,Yes,4,6,5.8,0.52,155
fffe31003000390030003000,Female,Product,Yes,1,3,NA,0.24,242
fffe3200340038003700,Female,Product,No,3,7,6.3,0.54,118
fffe3700330035003500,Male,Service,Yes,1,2,5.8,0.36,66
fffe33003000300033003400,Male,Service,No,3,6,6.4,0.51,268
fffe3300360031003900,Male,Product,No,3,6,6.2,0.61,334
fffe32003900330037003100,Female,Service,Yes,3,5,4.5,0.33,196
fffe31003800370038003000,Male,Service,Yes,2,5,6.5,0.41,190
fffe31003300370030003200,Male,Product,No,3,6,6.6,0.56,243
fffe32003800380035003300,Male,Product,Yes,2,4,6.9,0.48,39
fffe32003300370037003500,Female,Service,Yes,2,4,5.4,0.33,270
fffe32003400350035003700,Male,Service,No,4,8,7.6,0.73,352
fffe33003000380038003500,Female,Service,No,4,8,7.5,0.53,196
fffe31003400320032003900,Female,Product,Yes,2,3,4.4,0.39,121
fffe33003000380034003200,Male,Service,No,3,5,7.8,0.61,354
fffe3400300033003300,Male,Service,No,3,7,8,0.71,193
fffe32003400380037003000,Female,Service,No,4,8,8.6,0.74,59
fffe31003200370035003600,Female,Service,No,3,8,NA,0.76,247
fffe32003400340035003700,Female,Service,No,0,1,3.8,0.19,155
fffe31003500330034003900,Female,Service,Yes,3,5,5.9,0.48,157
fffe32003700360035003000,Male,Service,No,3,7,8.8,0.84,158
fffe3900390035003600,Female,Product,No,2,4,5.5,0.36,55
fffe3100390034003200,Female,Service,Yes,2,4,5.9,0.39,5
fffe33003000350035003900,Male,Service,Yes,1,1,1,0,323
fffe31003000340035003600,Female,Service,Yes,1,3,5.4,0.35,327
fffe3900360031003100,Female,Service,Yes,1,3,NA,0.38,89
fffe3200320034003100,Male,Service,Yes,2,3,4.6,0.27,351
fffe3900390036003000,Female,Service,Yes,3,5,5.2,0.44,250
fffe31003300390036003300,Male,Service,No,0,NA,NA,0.22,277
fffe31003500360039003100,Male,Product,No,4,9,8.9,0.76,348
fffe32003700380037003300,Male,Product,No,1,4,6.6,0.54,231
fffe32003300330037003000,Male,Product,No,2,4,5.6,0.52,346
fffe3700340030003800,Male,Product,Yes,1,4,4.7,0.32,12
fffe33003000340034003000,Female,Service,Yes,0,1,1.8,0.12,51
fffe32003000360035003900,Female,Service,Yes,1,3,5.5,0.36,75
fffe3500360031003100,Female,Service,No,2,4,NA,0.39,321
fffe31003200320037003100,Female,Product,Yes,1,4,4.4,0.31,192
fffe31003900310033003400,Male,Service,No,2,3,4.2,0.25,359
fffe31003400310033003900,Female,Service,No,3,6,6.4,0.62,149
fffe31003700320031003400,Female,Service,No,3,5,7.7,0.58,4
fffe32003100350038003100,Female,Product,Yes,0,1,3.3,0.16,351
fffe32003100380038003500,Female,Service,Yes,1,NA,6.1,0.37,194
fffe31003300330035003400,Female,Service,No,2,6,6.6,0.59,286
fffe33003300370030003000,Female,Product,Yes,1,4,6.3,0.41,333
fffe31003200300030003100,Male,Product,Yes,1,1,5,0.27,72
fffe3300340035003800,Female,Product,Yes,3,7,9,0.82,88
fffe31003300330038003500,Female,Service,Yes,2,NA,5.9,0.41,255
fffe32003200350032003300,Male,Product,Yes,1,3,6,0.45,60
fffe32003500370038003700,Female,Service,No,1,4,4.7,0.36,135
fffe31003000350037003200,Male,Product,Yes,3,6,7.2,0.65,46
fffe350034003100,Male,Service,No,4,9,9.3,0.77,216
fffe32003500320032003400,Male,Service,No,2,5,5.7,0.37,266
fffe33003300300030003600,Female,Product,Yes,2,4,3.4,0.25,227
fffe33003400340039003100,Female,Service,Yes,2,3,5,0.27,115
fffe32003300390036003900,Male,Service,Yes,1,3,4.6,0.37,110
fffe31003000300035003000,Male,Product,Yes,3,4,NA,0.47,103
fffe33003400360034003700,Male,Service,Yes,1,2,4.5,0.26,214
fffe32003300380036003300,Female,Product,Yes,1,2,3.1,0.19,121
fffe33003100390033003700,Male,Service,Yes,2,4,5.8,0.49,305
fffe31003700390032003600,Female,Service,No,1,NA,5,0.3,334
fffe3400370036003200,Male,Service,Yes,3,5,6.3,0.48,277
fffe33003400370039003700,Female,Product,Yes,1,3,6.5,0.48,294
fffe32003900300034003800,Female,Service,Yes,2,4,5.6,0.49,284
fffe3400350034003500,Female,Product,Yes,2,3,3.9,0.27,25
fffe32003500360035003900,Male,Service,No,4,8,7.4,0.66,214
fffe3800320035003100,Female,Service,No,2,6,NA,0.59,333
fffe3100370033003900,Female,Product,No,1,2,1.2,0.01,61
fffe31003700340031003300,Female,Service,Yes,2,4,6.7,0.45,230
fffe3800330034003400,Male,Service,Yes,2,3,5.7,0.37,319
fffe31003800310035003700,Male,Service,Yes,4,8,6.2,0.54,251
fffe32003700340036003600,Female,Service,No,5,8,7.4,0.72,88
fffe33003200320035003400,Female,Service,Yes,2,4,6,0.44,329
fffe32003300360035003700,Female,Service,No,2,4,4.3,0.3,213
fffe3600330033003200,Male,Service,Yes,2,5,6.3,0.39,1
fffe31003800390036003800,Male,Service,Yes,2,4,6.1,0.45,37
fffe33003200310036003200,Female,Service,Yes,1,3,4.8,0.34,238
fffe32003200350039003800,Male,Service,Yes,1,4,NA,0.53,186
fffe31003800360030003200,Female,Service,No,3,7,NA,0.71,233
fffe32003100380031003600,Male,Service,No,2,6,5.9,0.53,168
fffe3300320031003900,Male,Service,No,2,6,7.2,0.56,61
fffe32003300310035003500,Female,Product,No,3,5,4.5,0.39,209
fffe31003000340035003000,Male,Service,Yes,1,3,5.1,0.4,247
fffe33003100340035003300,Male,Product,Yes,3,6,7.4,0.54,60
fffe3400370033003700,Male,Service,No,2,4,3.8,0.27,336
fffe32003300350036003900,Female,Service,Yes,4,9,10,1,266
fffe3200310032003700,Female,Product,No,4,8,7.3,0.74,222
fffe3800320037003900,Female,Service,Yes,3,5,5.1,0.38,249
fffe32003800330034003700,Female,Service,Yes,2,3,3.5,0.2,75
fffe3100310036003600,Male,Product,Yes,3,5,4.8,0.39,355
fffe32003200350035003200,Male,Product,No,2,5,NA,0.56,103
fffe31003700340038003600,Male,Product,Yes,2,4,6.6,0.44,216
fffe3700370033003800,Male,Product,No,3,7,9.8,0.86,359
fffe3600360036003200,Female,Service,Yes,0,1,2.1,0.17,321
fffe31003900380037003800,Female,Product,Yes,0,3,4.4,0.32,42
fffe3200390034003400,Male,Service,No,3,5,5.3,0.47,66
fffe31003600330032003600,Female,Product,No,5,NA,9.5,0.86,65
fffe31003200350032003400,Female,Product,Yes,1,4,4.9,0.38,252
fffe31003500320039003800,Female,Service,No,1,1,NA,0.27,150
fffe3100300032003100,Female,Service,No,3,6,6.3,0.51,310
fffe31003700360037003500,Female,Product,No,2,5,5.2,0.42,55
fffe32003800350034003800,Female,Product,No,3,6,6.9,0.52,250
fffe31003600300038003100,Male,Service,No,4,7,7,0.63,79
fffe31003300320039003300,Female,Service,Yes,1,3,4.6,0.35,259
fffe32003900350033003800,Female,Product,Yes,1,2,3.2,0.25,104
fffe32003200320033003000,Male,Service,No,4,7,6.9,0.61,103
fffe33003200300035003500,Male,Service,No,2,4,5.1,0.38,126
fffe32003900310038003000,Male,Service,No,2,5,6.2,0.57,64
fffe3900370037003400,Male,Service,No,1,4,6,0.51,104
fffe33003200350035003500,Female,Product,No,3,6,6.2,0.59,101
fffe31003600300039003300,Female,Service,Yes,3,5,5.6,0.43,266
fffe32003100380035003500,Female,Service,No,2,5,7.5,0.58,295
fffe31003700350038003700,Female,Service,No,3,5,NA,0.41,351
fffe32003600340031003800,Female,Service,Yes,2,4,5.2,0.42,43
fffe31003600320032003700,Female,Service,No,3,6,6,0.52,81
fffe3800300031003500,Male,Service,Yes,2,5,6.2,0.44,146
fffe31003400390038003900,Female,Service,Yes,1,NA,5.6,0.39,220
fffe32003100370034003500,Female,Product,Yes,3,NA,NA,0.41,201
fffe31003400300039003100,Male,Product,Yes,3,5,8.2,0.65,227
fffe3600360032003400,Female,Service,No,2,5,5.3,0.37,288
fffe31003600390030003100,Male,Service,No,2,4,6.7,0.45,171
fffe32003300350037003500,Male,Service,Yes,2,4,7.1,0.5,130
fffe3500330035003900,Female,Service,Yes,2,4,5.4,0.33,344
fffe33003300300031003200,Female,Product,Yes,0,1,0.9,0.05,94
fffe3300320030003100,Female,Service,Yes,3,6,6.5,0.46,276
fffe33003100310034003300,Male,Service,Yes,2,6,6.7,0.63,109
fffe3300340030003100,Female,Service,Yes,1,NA,4.6,0.3,357
fffe3100300037003300,Female,Service,No,2,4,6.3,0.62,280
fffe3700340039003700,Female,Service,Yes,3,5,4.3,0.38,189
fffe32003700330032003700,Female,Service,Yes,2,4,6.6,0.47,163
fffe32003500310030003200,Male,Service,No,2,2,2.8,0.1,358
fffe3500330031003900,Male,Product,No,4,6,6.5,0.58,3
fffe31003600330036003400,Female,Product,Yes,3,5,5.9,0.48,64
fffe360037003800,Female,Service,Yes,1,3,4.4,0.36,313
fffe31003700310030003700,Female,Service,No,2,4,6.1,0.43,339
fffe31003700390034003200,Male,Service,Yes,2,4,5.8,0.39,171
fffe3900310034003400,Female,Service,No,1,2,6,0.42,78
fffe3600300034003900,Female,Service,Yes,2,4,4.6,0.4,113
fffe32003700320039003400,Female,Service,Yes,1,2,5.8,0.45,173
fffe32003400380039003100,Female,Service,No,4,7,8.8,0.7,54
fffe3100320032003400,Female,Product,No,3,5,7.3,0.67,166
fffe32003200340030003800,Female,Product,No,2,4,6.9,0.5,107
fffe32003200320039003300,Male,Service,Yes,2,4,5.2,0.39,196
fffe31003200330030003300,Male,Product,Yes,2,4,3.2,0.15,82
fffe32003600350035003100,Female,Service,No,2,3,6.1,0.42,336
fffe3300300039003800,Female,Service,No,2,6,7.1,0.69,18
fffe32003400340030003100,Female,Service,Yes,2,5,6.7,0.59,333
fffe31003900390030003600,Female,Service,Yes,1,NA,4,0.34,65
fffe32003600380039003000,Female,Service,No,0,1,0,0,236
fffe31003900320030003100,Male,Product,Yes,2,4,8.4,0.66,193
fffe31003300330035003300,Male,Service,No,3,6,6.2,0.54,278
fffe3400390032003100,Male,Product,Yes,1,4,5.2,0.42,192
fffe3600300036003700,Male,Service,No,2,6,7,0.65,265
fffe33003100370031003000,Male,Product,No,2,3,6,0.39,126
fffe32003300380039003900,Female,Product,Yes,1,1,0,0,30
fffe31003600380033003000,Female,Service,Yes,3,7,6.5,0.61,5
fffe31003700390039003600,Female,Service,No,3,6,6.1,0.49,88
fffe3300390035003500,Male,Product,No,3,6,7,0.59,260
fffe33003400300032003200,Female,Service,Yes,1,1,2,0.08,11
fffe31003800330031003500,Male,Service,Yes,2,3,NA,0.4,136
fffe32003800350037003300,Male,Service,Yes,2,5,5.6,0.53,282
fffe3700360035003800,Female,Service,No,3,6,NA,0.38,254
fffe31003700350030003400,Female,Product,Yes,2,5,5.7,0.48,252
fffe32003800380031003500,Female,Product,Yes,1,4,5.8,0.33,148
fffe350034003900,Female,Service,Yes,2,4,8.4,0.64,211
fffe33003300340038003600,Female,Service,Yes,1,2,4.3,0.24,105
fffe32003200360037003400,Female,Service,Yes,1,3,3.3,0.27,156
fffe32003600310035003000,Female,Service,Yes,3,6,7.8,0.64,111
fffe32003900310037003300,Male,Service,No,1,1,2.2,0.11,315
fffe3300320031003000,Male,Service,Yes,3,5,5.4,0.4,30
fffe32003400350033003600,Male,Service,Yes,1,3,5.8,0.38,57
fffe31003800300039003600,Male,Service,No,2,4,3.7,0.32,331
fffe33003000390036003300,Female,Service,No,3,4,5,0.31,267
fffe32003000380035003300,Female,Service,Yes,1,2,3.9,0.19,48
fffe31003900390037003600,Female,Product,No,3,7,NA,0.57,97
fffe32003400350032003700,Female,Service,Yes,1,2,5.6,0.38,169
fffe32003500350030003500,Female,Service,Yes,2,5,7.3,0.55,59
fffe3700380039003000,Male,Product,No,4,7,7.5,0.59,301
fffe32003700330036003000,Male,Service,Yes,3,5,5.7,0.48,78
fffe3100360031003500,Female,Service,Yes,2,4,NA,0.44,310
fffe3200320037003800,Female,Product,Yes,2,4,NA,0.67,273
fffe31003300360037003900,Male,Product,Yes,2,4,5.8,0.41,106
fffe3200370038003000,Male,Service,Yes,2,4,NA,0.25,191
fffe32003300350031003100,Female,Service,Yes,1,2,5,0.28,306
fffe32003100310030003300,Male,Service,No,3,5,6.7,0.5,222
fffe31003900330032003900,Female,Service,No,2,4,6,0.53,350
fffe32003300300038003900,Male,Product,No,5,10,8.4,0.82,286
fffe3500310032003100,Male,Product,No,5,NA,10,1,42
fffe33003000370037003800,Male,Service,Yes,4,8,7.6,0.58,81
fffe31003300330037003700,Male,Product,Yes,3,7,7.1,0.55,362
fffe31003600300034003100,Male,Service,Yes,2,3,5,0.34,183
fffe32003700390033003100,Female,Product,Yes,1,3,6.5,0.46,41
fffe32003700330037003600,Male,Service,Yes,2,3,4.9,0.4,233
fffe32003800350030003100,Male,Service,Yes,3,6,8.4,0.65,225
fffe3500310030003300,Female,Service,No,3,5,4.5,0.35,288
fffe390036003300,Male,Service,No,3,6,6.5,0.49,273
fffe3900330030003800,Female,Service,Yes,0,1,3.6,0.16,270
fffe32003200370038003600,Female,Service,Yes,2,4,5,0.45,55
fffe360031003200,Female,Service,Yes,2,3,2.7,0.12,240
fffe32003100390030003400,Female,Service,No,3,6,NA,0.63,347
fffe31003200380030003700,Male,Product,Yes,2,5,5.7,0.39,195
fffe31003900320030003300,Female,Product,Yes,0,NA,1.3,0.01,194
fffe32003400390039003400,Female,Product,No,2,5,6,0.52,192
fffe32003000360032003800,Male,Service,No,1,1,0.8,0.07,346
fffe31003500310038003000,Female,Service,Yes,0,3,3.7,0.3,293
fffe31003400360034003000,Female,Service,No,3,6,4.9,0.34,347
fffe33003300300037003200,Female,Product,No,3,6,6.8,0.57,16
fffe3400390038003300,Male,Service,Yes,3,6,6.4,0.43,10
fffe3300380038003400,Female,Service,No,4,6,8,0.63,160
fffe3500370038003600,Male,Service,No,5,8,9.1,0.81,318
fffe31003100380031003400,Male,Service,Yes,3,5,5,0.4,350
fffe31003500350034003600,Male,Service,Yes,3,6,6.6,0.56,76
fffe33003400360033003700,Female,Product,No,5,10,8.5,0.84,129
fffe31003800330030003800,Male,Service,Yes,3,6,6.6,0.59,188
fffe32003300350038003400,Male,Service,Yes,4,9,8.6,0.82,241
fffe32003300330036003700,Female,Service,Yes,1,2,2.3,0.08,364
fffe3800330036003100,Female,Service,Yes,2,4,NA,0.35,111
fffe31003300350039003600,Female,Service,No,4,7,NA,0.51,152
fffe33003300300034003100,Female,Product,Yes,2,4,4.9,0.34,291
fffe3600310036003300,Male,Service,No,3,7,8,0.68,48
fffe33003400310036003800,Female,Service,No,2,5,7.8,0.69,329
fffe3900390036003400,Male,Product,No,3,7,NA,0.75,223
fffe33003400360033003100,Male,Service,Yes,2,5,6,0.52,182
fffe32003800350033003400,Female,Service,No,4,6,6.2,0.54,363
fffe3400340031003000,Male,Service,No,1,1,1.6,0.11,96
fffe32003900300037003900,Male,Service,No,1,3,3.9,0.31,37
fffe32003700330039003700,Female,Product,Yes,3,5,5.6,0.46,140
fffe33003400360032003300,Male,Product,No,3,5,7.5,0.53,113
fffe32003900300033003600,Female,Service,No,1,2,4.3,0.36,52
fffe3900340039003600,Male,Service,No,2,4,6.5,0.64,218
fffe31003900390032003300,Female,Service,No,3,6,5.8,0.55,300
fffe3900320038003000,Female,Product,Yes,1,3,NA,0.41,7
fffe33003200390033003200,Male,Service,Yes,2,3,4.4,0.29,242
fffe31003500350030003300,Female,Service,No,0,1,3.9,0.16,329
fffe3400300030003800,Male,Product,Yes,3,7,5.9,0.56,321
fffe3700340037003700,Male,Service,Yes,3,6,6.8,0.55,302
fffe320035003900,Female,Service,No,1,4,6.7,0.53,263
fffe33003100340032003200,Male,Service,No,1,3,3.7,0.31,147
fffe32003000390034003600,Male,Product,Yes,3,4,NA,0.42,12
fffe33003200370030003600,Male,Service,No,4,8,7.1,0.7,218
fffe33003200370038003200,Female,Service,Yes,1,3,3.9,0.25,308
fffe31003500380034003800,Male,Product,No,2,5,7,0.69,8
fffe3600390034003400,Female,Service,Yes,1,2,4.6,0.37,158
fffe31003600340039003800,Male,Service,No,2,4,3.9,0.34,314
fffe3800340035003500,Female,Product,No,2,3,4.7,0.25,169
fffe31003900360039003500,Female,Product,Yes,1,NA,4.9,0.42,88
fffe33003000370037003500,Female,Service,Yes,3,7,9.3,0.77,125
fffe32003000380037003100,Female,Service,Yes,2,4,5.1,0.41,10
fffe3700380038003500,Male,Service,No,3,NA,7.1,0.56,303
fffe31003800350035003000,Male,Service,No,4,7,7,0.57,292
fffe33003100360032003400,Female,Product,Yes,3,5,7.2,0.49,227
fffe31003000310033003000,Male,Product,No,3,6,6.7,0.52,7
fffe32003400380033003400,Male,Product,Yes,3,5,4.5,0.39,122
fffe33003200300033003100,Female,Product,Yes,0,1,1.4,0.09,210
fffe3700390037003200,Female,Product,Yes,1,2,4.6,0.34,124
fffe31003700360036003600,Female,Service,Yes,0,2,NA,0.13,232
fffe31003600330032003800,Female,Product,No,3,7,8.3,0.75,47
fffe35003100,Female,Service,No,3,7,9.2,0.79,43
fffe31003000370031003600,Male,Service,Yes,0,1,3.6,0.23,209
fffe31003700350035003100,Female,Product,Yes,2,4,6.4,0.5,200
fffe31003500310039003500,Female,Service,Yes,2,NA,5.6,0.49,199
fffe32003400320039003500,Female,Product,Yes,3,5,6.6,0.48,309
fffe32003100380030003200,Female,Service,Yes,3,6,7.6,0.54,89
fffe3800390035003300,Female,Service,Yes,2,5,NA,0.58,3
fffe3300380037003800,Male,Service,Yes,2,4,6.6,0.65,139
fffe31003400380039003300,Female,Product,No,1,1,4.5,0.24,351
fffe3600300031003400,Female,Service,Yes,0,1,0.2,0,66
fffe3600390030003800,Female,Service,No,3,5,NA,0.38,360
fffe32003500350038003400,Female,Service,No,0,1,2.2,0.14,196
fffe31003400330031003900,Female,Service,No,1,3,3.6,0.21,237
fffe31003300380035003200,Female,Product,No,1,NA,4,0.33,291
fffe33003200370035003400,Female,Service,Yes,0,1,3,0.25,257
fffe33003100330037003900,Male,Product,Yes,2,4,3.1,0.2,249
fffe32003400380032003000,Male,Service,No,5,9,9.8,0.9,229
fffe31003800370034003700,Female,Product,No,2,6,7.1,0.72,202
fffe33003000300031003000,Female,Product,No,4,9,9,0.75,13
fffe3900340032003900,Female,Service,Yes,1,3,1.8,0.14,7
fffe32003900300039003300,Female,Service,Yes,3,4,5.7,0.43,113
fffe31003100310038003500,Female,Service,No,2,4,3.5,0.22,54
fffe32003100380038003600,Male,Product,Yes,1,2,3.1,0.16,198
fffe3900350039003400,Male,Product,Yes,2,3,2.5,0.11,203
fffe31003400360033003900,Female,Service,Yes,3,4,6.4,0.44,228
fffe33003100380033003400,Female,Product,Yes,2,5,5.8,0.36,252
fffe3900330032003700,Male,Service,Yes,2,5,5.8,0.41,293
fffe3400320036003100,Female,Service,Yes,2,4,NA,0.48,81
fffe3600330036003200,Female,Service,Yes,0,1,0,0,241
fffe33003000380037003700,Male,Service,Yes,3,6,7.8,0.57,237
fffe31003400320037003100,Female,Product,No,1,2,5,0.41,310
fffe3400340038003700,Female,Product,Yes,3,4,4.5,0.39,363
fffe32003400340039003100,Male,Product,Yes,2,4,3.3,0.26,355
fffe31003400380033003900,Female,Service,Yes,3,6,5.4,0.48,212
fffe33003000370032003200,Female,Service,No,1,1,2.6,0.07,282
fffe33003000320038003000,Male,Service,Yes,4,9,7.8,0.81,357
fffe31003100340038003100,Female,Service,No,3,NA,5.5,0.49,13
fffe31003700350034003100,Male,Service,No,1,5,7,0.53,129
fffe3900370032003900,Male,Service,No,2,4,8.2,0.66,338
fffe32003500,Female,Service,Yes,1,3,5.5,0.39,286
fffe33003100380035003000,Female,Service,Yes,3,5,5.1,0.47,338
fffe3500380030003300,Male,Product,Yes,3,6,7.5,0.67,136
fffe32003000360037003100,Female,Product,No,2,5,7.9,0.58,233
fffe31003200380036003200,Female,Service,No,2,4,4,0.3,155
fffe3200320034003200,Male,Service,No,3,7,9.5,0.81,5
fffe320034003000,Male,Product,Yes,3,NA,4.8,0.31,104
fffe31003000380030003800,Male,Service,Yes,2,NA,4.4,0.23,297
fffe31003200300033003700,Female,Service,Yes,3,7,NA,0.63,156
fffe33003100310031003200,Male,Product,Yes,2,3,5.9,0.4,256
fffe370035003100,Female,Service,Yes,2,6,7.8,0.73,26
fffe32003200360034003200,Female,Product,No,1,1,0.2,0,18
fffe31003800370035003900,Female,Service,Yes,1,NA,5,0.36,67
fffe31003300360032003200,Female,Product,No,2,4,NA,0.2,68
fffe32003700370030003100,Female,Service,No,2,4,8.5,0.66,328
fffe33003400330031003900,Female,Service,Yes,2,4,6.7,0.49,305
fffe3200390037003400,Male,Service,No,3,7,7.4,0.63,65
fffe33003000330037003500,Female,Service,No,4,8,9.3,0.76,314
fffe3200370037003400,Male,Service,Yes,2,5,NA,0.39,141
fffe33003300390033003400,Male,Service,Yes,3,5,5.2,0.37,201
fffe3400340033003100,Male,Service,Yes,2,4,6.7,0.46,254
fffe31003700320032003300,Female,Service,No,4,7,6.9,0.52,50
fffe31003600310034003600,Female,Service,Yes,0,2,2.6,0.18,257
fffe32003200370038003100,Female,Service,Yes,3,7,7,0.6,342
fffe32003400350036003000,Female,Service,No,2,2,3.2,0.22,27
fffe32003600320032003500,Female,Product,No,3,6,6.6,0.55,179
fffe3800330038003400,Male,Service,No,2,6,7.9,0.61,168
fffe31003100310033003500,Female,Product,No,0,1,0,0,79
fffe32003100320032003900,Female,Service,No,1,4,5.6,0.5,268
fffe3100360033003600,Female,Service,Yes,2,4,5.3,0.32,14
fffe31003900320031003300,Female,Service,Yes,3,5,5.9,0.45,107
fffe3300330033003400,Female,Service,Yes,4,8,8.5,0.72,328
fffe33003000390034003700,Male,Service,No,1,3,4.5,0.33,328
fffe33003100300036003300,Male,Product,No,1,3,5.6,0.4,313
fffe3500330030003200,Male,Service,No,2,6,7.7,0.58,287
fffe32003100390035003600,Female,Service,Yes,2,4,5.4,0.35,357
fffe32003900330034003300,Male,Product,No,1,3,3.8,0.32,66
fffe31003400300035003600,Male,Product,Yes,2,5,6.1,0.41,203
fffe31003600360035003800,Male,Service,No,3,NA,5.5,0.31,301
